2.500000000000000000e+02,2.946500000000000000e+03,3.811750000000000000e+03,3.107125000000000000e+03,2.879625000000000000e+03,2.999125000000000000e+03,3.386062500000000000e+03,3.136000000000000000e+03,2.925062500000000000e+03,3.170812500000000000e+03,2.958875000000000000e+03,2.808250000000000000e+03,2.775562500000000000e+03
2.510000000000000000e+02,2.956687500000000000e+03,3.812687500000000000e+03,3.097562500000000000e+03,2.876125000000000000e+03,2.996750000000000000e+03,3.385125000000000000e+03,3.125062500000000000e+03,2.929937500000000000e+03,3.177812500000000000e+03,2.955562500000000000e+03,2.805625000000000000e+03,2.776437500000000000e+03
2.520000000000000000e+02,2.764500000000000000e+03,3.351437500000000000e+03,2.864625000000000000e+03,2.713750000000000000e+03,2.797937500000000000e+03,3.063187500000000000e+03,2.877562500000000000e+03,2.752187500000000000e+03,2.931562500000000000e+03,2.770000000000000000e+03,2.667187500000000000e+03,2.649875000000000000e+03
2.530000000000000000e+02,2.876312500000000000e+03,3.652375000000000000e+03,3.005625000000000000e+03,2.810375000000000000e+03,2.920250000000000000e+03,3.259500000000000000e+03,3.010375000000000000e+03,2.851750000000000000e+03,3.097687500000000000e+03,2.872812500000000000e+03,2.742375000000000000e+03,2.719250000000000000e+03
2.540000000000000000e+02,2.953500000000000000e+03,3.834187500000000000e+03,3.091812500000000000e+03,2.876250000000000000e+03,2.993937500000000000e+03,3.387812500000000000e+03,3.098250000000000000e+03,2.935812500000000000e+03,3.209750000000000000e+03,2.943125000000000000e+03,2.794750000000000000e+03,2.767875000000000000e+03
2.550000000000000000e+02,2.954375000000000000e+03,3.832250000000000000e+03,3.096187500000000000e+03,2.872875000000000000e+03,3.001562500000000000e+03,3.382500000000000000e+03,3.092437500000000000e+03,2.935750000000000000e+03,3.221250000000000000e+03,2.945750000000000000e+03,2.793562500000000000e+03,2.772687500000000000e+03
2.560000000000000000e+02,2.960687500000000000e+03,3.831812500000000000e+03,3.092875000000000000e+03,2.874000000000000000e+03,2.993437500000000000e+03,3.391437500000000000e+03,3.088500000000000000e+03,2.936125000000000000e+03,3.228937500000000000e+03,2.938062500000000000e+03,2.789437500000000000e+03,2.769875000000000000e+03
2.570000000000000000e+02,2.665937500000000000e+03,3.085625000000000000e+03,2.736812500000000000e+03,2.628687500000000000e+03,2.686312500000000000e+03,2.878000000000000000e+03,2.729125000000000000e+03,2.660375000000000000e+03,2.811375000000000000e+03,2.656812500000000000e+03,2.588437500000000000e+03,2.581062500000000000e+03
2.580000000000000000e+02,2.913062500000000000e+03,3.699812500000000000e+03,3.037812500000000000e+03,2.819687500000000000e+03,2.938437500000000000e+03,3.303437500000000000e+03,3.014625000000000000e+03,2.881562500000000000e+03,3.163937500000000000e+03,2.885062500000000000e+03,2.745562500000000000e+03,2.728625000000000000e+03
2.590000000000000000e+02,2.960812500000000000e+03,3.849187500000000000e+03,3.112687500000000000e+03,2.869937500000000000e+03,2.996375000000000000e+03,3.413437500000000000e+03,3.086062500000000000e+03,2.948375000000000000e+03,3.256000000000000000e+03,2.929562500000000000e+03,2.782625000000000000e+03,2.759250000000000000e+03
2.600000000000000000e+02,2.830562500000000000e+03,3.494125000000000000e+03,2.941687500000000000e+03,2.756000000000000000e+03,2.849750000000000000e+03,3.170375000000000000e+03,2.904062500000000000e+03,2.815687500000000000e+03,3.061437500000000000e+03,2.804500000000000000e+03,2.692375000000000000e+03,2.680062500000000000e+03
2.610000000000000000e+02,2.607812500000000000e+03,2.936000000000000000e+03,2.665187500000000000e+03,2.572187500000000000e+03,2.617562500000000000e+03,2.779875000000000000e+03,2.643562500000000000e+03,2.603750000000000000e+03,2.718437500000000000e+03,2.590562500000000000e+03,2.543187500000000000e+03,2.538500000000000000e+03
