0.000000000000000000e+00	0.000000000000000000e+00	1.015582500000000000e+05
1.000000000000000000e+00	0.000000000000000000e+00	1.303461250000000000e+05
2.000000000000000000e+00	0.000000000000000000e+00	1.633631250000000000e+05
3.000000000000000000e+00	0.000000000000000000e+00	1.990767500000000000e+05
4.000000000000000000e+00	0.000000000000000000e+00	1.670078125000000000e+05
5.000000000000000000e+00	0.000000000000000000e+00	1.191336875000000000e+05
6.000000000000000000e+00	0.000000000000000000e+00	1.175131875000000000e+05
7.000000000000000000e+00	0.000000000000000000e+00	1.132876250000000000e+05
8.000000000000000000e+00	0.000000000000000000e+00	1.114661875000000000e+05
9.000000000000000000e+00	0.000000000000000000e+00	1.232510625000000000e+05
1.000000000000000000e+01	0.000000000000000000e+00	1.084354375000000000e+05
1.100000000000000000e+01	0.000000000000000000e+00	8.715406250000000000e+04
1.200000000000000000e+01	0.000000000000000000e+00	8.071056250000000000e+04
1.300000000000000000e+01	0.000000000000000000e+00	8.573881250000000000e+04
1.400000000000000000e+01	0.000000000000000000e+00	9.503918750000000000e+04
1.500000000000000000e+01	0.000000000000000000e+00	1.255641250000000000e+05
1.600000000000000000e+01	0.000000000000000000e+00	1.670573750000000000e+05
1.700000000000000000e+01	0.000000000000000000e+00	2.148374375000000000e+05
1.800000000000000000e+01	0.000000000000000000e+00	2.593196250000000000e+05
1.900000000000000000e+01	0.000000000000000000e+00	2.876865625000000000e+05
2.000000000000000000e+01	0.000000000000000000e+00	2.523095000000000000e+05
2.100000000000000000e+01	0.000000000000000000e+00	1.352464375000000000e+05
2.200000000000000000e+01	0.000000000000000000e+00	8.072506250000000000e+04
2.300000000000000000e+01	0.000000000000000000e+00	7.921600000000000000e+04
2.400000000000000000e+01	0.000000000000000000e+00	4.793462500000000000e+04
0.000000000000000000e+00	1.000000000000000000e+00	1.238236875000000000e+05
1.000000000000000000e+00	1.000000000000000000e+00	1.329615000000000000e+05
2.000000000000000000e+00	1.000000000000000000e+00	1.507997500000000000e+05
3.000000000000000000e+00	1.000000000000000000e+00	1.656658750000000000e+05
4.000000000000000000e+00	1.000000000000000000e+00	2.154011875000000000e+05
5.000000000000000000e+00	1.000000000000000000e+00	1.303199375000000000e+05
6.000000000000000000e+00	1.000000000000000000e+00	1.206787500000000000e+05
7.000000000000000000e+00	1.000000000000000000e+00	1.217612500000000000e+05
8.000000000000000000e+00	1.000000000000000000e+00	1.405154375000000000e+05
9.000000000000000000e+00	1.000000000000000000e+00	1.404537500000000000e+05
1.000000000000000000e+01	1.000000000000000000e+00	1.144660000000000000e+05
1.100000000000000000e+01	1.000000000000000000e+00	8.899325000000000000e+04
1.200000000000000000e+01	1.000000000000000000e+00	8.840131250000000000e+04
1.300000000000000000e+01	1.000000000000000000e+00	1.029745000000000000e+05
1.400000000000000000e+01	1.000000000000000000e+00	1.295953750000000000e+05
1.500000000000000000e+01	1.000000000000000000e+00	1.347448125000000000e+05
1.600000000000000000e+01	1.000000000000000000e+00	1.421418750000000000e+05
1.700000000000000000e+01	1.000000000000000000e+00	1.537944375000000000e+05
1.800000000000000000e+01	1.000000000000000000e+00	1.998258750000000000e+05
