4.957600000000000229e+00,8.249629636338795535e-04,2.522767441405449063e-03,2.262881120259407908e-03,1.967818929188069887e-03
4.946509172259508702e+00,-1.244897985088755377e-04,-8.401946925005177036e-04,-5.466000684464233927e-04,-7.856909996917238459e-04
4.935467857142857184e+00,-1.959977107617305592e-04,5.684777097485493869e-04,1.519939105492085218e-04,2.274593007314251736e-04
4.924475723830735951e+00,6.906417693244293332e-04,-6.306426585069857538e-04,-1.421697579644387588e-04,1.962534738140675472e-03
4.913532444444444813e+00,-1.129052687247167341e-03,6.700564931634289678e-04,-2.734367117227520794e-04,6.365951931002200581e-04
4.902637694013304070e+00,1.922961924719857052e-03,3.220475355192320421e-05,-1.544965525681618601e-04,-7.494667652281350456e-04
4.891791150442478475e+00,-4.061316813022131100e-04,4.334286500125017483e-04,1.101328563891001977e-03,-4.445053746167104691e-04
4.880992494481236399e+00,-7.264064361152122729e-04,4.788251371792284772e-04,3.475036937743425369e-04,1.220777101480052806e-03
4.870241409691629997e+00,-4.353356871433788911e-05,-4.155272981734015048e-04,7.481416791961237323e-04,4.764046916534425691e-04
4.859537582417583046e+00,2.035350444202776998e-04,-1.232962431913620094e-03,1.788942381608649157e-04,-1.773393914845655672e-04
4.848880701754386457e+00,-8.317159881698898971e-05,8.232812451751669869e-04,-3.104780362264136784e-04,1.201247928293014411e-03
4.838270459518600575e+00,2.826999683747999370e-03,1.507531031165854074e-03,2.473514898156281561e-03,2.784620737656950951e-03
4.827706550218341164e+00,3.583814377634553239e-04,1.312621643592137843e-03,2.154203422833234072e-03,2.137221370503539219e-03
4.817188671023965085e+00,1.341360113656264730e-03,2.905896876654878724e-04,1.226884867719491012e-03,1.916952717692765873e-03
4.806716521739131665e+00,-7.585166713397484273e-05,8.645531852380372584e-04,1.753340733557706699e-03,1.791289287211839110e-03
4.796289804772234433e+00,6.114503539720317349e-04,2.352712135689216666e-05,1.099446636999346083e-03,1.007630484309629537e-03
4.785908225108225444e+00,5.687904231308493763e-04,-3.482406373223057017e-04,2.896859477914404124e-04,1.526017113064881414e-04
4.775571490280777986e+00,8.608797106717247516e-04,6.802317202527774498e-04,4.915818772133206949e-04,1.866528560640290380e-03
4.765279310344828545e+00,4.968836637999629602e-04,7.470597192877903581e-04,-1.404603044647956267e-04,1.165513656815164723e-03
4.755031397849463382e+00,7.861631761443277355e-04,2.490708175173494965e-05,8.263549680123105645e-04,1.792307077266741544e-03
4.744827467811159494e+00,4.047072707180632278e-04,2.181997733714524657e-04,2.316055251867510378e-04,-5.518925900105386972e-04
4.734667237687366637e+00,4.817812568944646046e-04,7.670995819353265688e-04,1.424959174983086996e-03,2.165534362575272098e-03
4.724550427350428627e+00,-3.353244983372860588e-04,4.494707500271033496e-04,4.604700188792776316e-04,-1.125038550526369363e-03
4.714476759061834166e+00,-3.857524206978268921e-04,5.932529466008418240e-04,2.591667616798076779e-03,-5.127725980855757371e-04
4.704445957446808713e+00,-1.479219121392816305e-03,-1.974331371457083151e-04,-7.636080481461249292e-04,-9.349430201837094501e-04
4.694457749469214569e+00,4.152579613219131716e-04,1.706213963643676834e-03,1.580453125370695489e-03,1.075666812539566308e-03
4.684511864406780468e+00,-5.927650545345386490e-04,6.536309456350863911e-04,2.097356243211834226e-03,-9.533700540487188846e-04
4.674608033826639364e+00,1.376888314553070813e-03,1.214331598930584732e-03,2.586466435786860529e-03,1.417542262061033398e-03
4.664745991561181526e+00,1.479355798437609337e-03,3.605835743655916303e-03,2.136870311915117782e-03,2.278610794746782631e-03
4.654925473684210502e+00,1.806330601539229974e-04,-8.695202041053562425e-05,1.487464464389631758e-03,-1.866314707513083704e-03
4.645146218487395728e+00,1.320799590757815167e-03,1.349456848402041942e-03,2.554214514475461328e-03,8.198915820685215294e-04
4.635407966457023576e+00,1.141722699685487896e-03,-5.220614802965428680e-04,1.073585553513112245e-03,-2.443908451823517680e-04
4.625710460251045930e+00,1.996403843804728240e-04,3.939681409974582493e-04,2.746816571743693203e-03,1.736648946462082677e-04
4.616053444676409434e+00,8.052278735704021528e-04,4.302166089473757893e-04,1.536584726636647247e-03,-2.208952651017170865e-04
4.606436666666667179e+00,8.924019075493561104e-04,-7.191220556705957279e-04,5.995022002025507390e-04,1.986538118217140436e-04
4.596859875259875494e+00,-1.381779347866540775e-04,-3.299899390185601078e-05,7.445554601872572675e-04,-6.518326017612707801e-04
4.587322821576763410e+00,3.464919764155638404e-04,6.424671764762024395e-04,1.011566670058527961e-03,4.153608069827896543e-04
4.577825258799172126e+00,1.125085310377471615e-03,-9.216070611728355289e-05,-2.367231836615246721e-04,5.114210716783418320e-05
4.568366942148760934e+00,6.032428718754090369e-04,2.277847543155075982e-04,4.021032582386396825e-04,-4.692835318564902991e-06
4.558947628865979596e+00,5.216324389039073139e-04,-3.563723284969455563e-04,1.169435845440602861e-04,2.420723567411187105e-04
4.549567078189300950e+00,1.223057272000005469e-03,-5.914813509662053548e-04,6.680204796793987043e-05,1.897097567962191533e-03
4.540225051334702222e+00,-9.437781773158349097e-05,5.842809077876154333e-04,-5.365101210372813512e-04,-4.548420365608762950e-04
4.530921311475410995e+00,-2.870524767786264420e-04,1.431574093658127822e-03,5.467097416840260848e-04,1.297326525673270226e-03
4.521655623721882122e+00,-7.126970194804016501e-05,1.235798569723556284e-03,7.005641155046760105e-04,5.468382596518495120e-04
4.512427755102041083e+00,1.315584353505983017e-03,9.136598600889556110e-04,-8.518968297721585259e-05,8.130227724905125797e-04
4.503237474541751162e+00,1.209019972520763986e-03,3.404127201065421104e-04,-1.938909726959536783e-04,-6.834167515989975072e-05
4.494084552845529323e+00,2.370357206018525176e-04,2.960323772640549578e-04,2.864451234927400947e-04,-4.908463060928625055e-04
4.484968762677485010e+00,-1.436739185010083020e-03,-1.533236976683838293e-03,-3.365198102983413264e-03,-2.526196512917522341e-03
4.475889878542510303e+00,8.707021215741406195e-04,7.924986275611445308e-04,-2.154039975721389055e-04,9.846414286585059017e-05
4.466847676767677022e+00,1.923663992783986032e-03,2.376041506067849696e-03,-7.453476373484591022e-04,5.241967264737468213e-04
4.457841935483871865e+00,3.794508529608719982e-04,1.461261594158713706e-03,2.504278536434867419e-04,8.843214372973307036e-04
