4.957600000000000229e+00,3.837125000000000000e+03,3.026125000000000000e+03,3.415500000000000000e+03,3.075250000000000000e+03
4.937848605577690009e+00,3.826937500000000000e+03,3.025500000000000000e+03,3.436125000000000000e+03,3.055375000000000000e+03
4.918253968253968544e+00,3.342500000000000000e+03,2.819375000000000000e+03,3.102750000000000000e+03,2.822687500000000000e+03
4.898814229249012442e+00,3.615375000000000000e+03,2.944437500000000000e+03,3.332250000000000000e+03,2.928875000000000000e+03
4.879527559055118147e+00,3.790500000000000000e+03,3.026750000000000000e+03,3.470312500000000000e+03,2.992062500000000000e+03
4.860392156862745061e+00,3.773750000000000000e+03,3.023937500000000000e+03,3.496500000000000000e+03,2.981000000000000000e+03
4.841406250000000355e+00,3.754437500000000000e+03,3.018625000000000000e+03,3.509750000000000000e+03,2.969187500000000000e+03
4.822568093385214638e+00,3.053062500000000000e+03,2.710812500000000000e+03,2.943812500000000000e+03,2.670562500000000000e+03
4.803875968992248779e+00,3.614062500000000000e+03,2.973375000000000000e+03,3.426062500000000000e+03,2.898687500000000000e+03
4.785328185328185491e+00,3.750375000000000000e+03,3.037250000000000000e+03,3.544562500000000000e+03,2.945625000000000000e+03
4.766923076923077041e+00,3.413812500000000000e+03,2.884562500000000000e+03,3.289562500000000000e+03,2.812312500000000000e+03
4.748659003831417813e+00,2.887312500000000000e+03,2.639625000000000000e+03,2.829687500000000000e+03,2.601312500000000000e+03
4.730534351145038841e+00,3.464375000000000000e+03,2.920125000000000000e+03,3.364500000000000000e+03,2.835062500000000000e+03
4.712547528517110784e+00,3.676937500000000000e+03,3.040500000000000000e+03,3.593812500000000000e+03,2.914437500000000000e+03
4.694696969696970257e+00,3.679375000000000000e+03,3.047750000000000000e+03,3.619312500000000000e+03,2.910500000000000000e+03
4.676981132075471947e+00,3.667937500000000000e+03,3.044937500000000000e+03,3.620812500000000000e+03,2.891750000000000000e+03
4.659398496240601872e+00,3.652375000000000000e+03,3.058875000000000000e+03,3.646500000000000000e+03,2.890562500000000000e+03
4.641947565543071086e+00,3.409875000000000000e+03,2.940562500000000000e+03,3.409062500000000000e+03,2.796750000000000000e+03
4.624626865671642051e+00,3.644437500000000000e+03,3.069375000000000000e+03,3.663125000000000000e+03,2.883500000000000000e+03
4.607434944237918550e+00,3.616250000000000000e+03,3.071000000000000000e+03,3.646437500000000000e+03,2.874875000000000000e+03
4.590370370370370878e+00,3.630312500000000000e+03,3.076375000000000000e+03,3.661375000000000000e+03,2.874812500000000000e+03
4.573431734317343178e+00,3.606937500000000000e+03,3.053812500000000000e+03,3.649750000000000000e+03,2.843062500000000000e+03
4.556617647058823550e+00,3.653125000000000000e+03,3.093437500000000000e+03,3.689375000000000000e+03,2.878875000000000000e+03
4.539926739926740673e+00,3.646812500000000000e+03,3.088187500000000000e+03,3.677250000000000000e+03,2.862000000000000000e+03
4.523357664233577324e+00,3.678437500000000000e+03,3.108437500000000000e+03,3.699750000000000000e+03,2.874875000000000000e+03
4.506909090909091198e+00,3.687937500000000000e+03,3.116437500000000000e+03,3.700000000000000000e+03,2.879437500000000000e+03
4.490579710144928072e+00,3.724750000000000000e+03,3.131562500000000000e+03,3.720187500000000000e+03,2.883062500000000000e+03
4.474368231046931932e+00,3.763312500000000000e+03,3.143375000000000000e+03,3.739562500000000000e+03,2.881875000000000000e+03
4.458273381294964643e+00,3.839937500000000000e+03,3.157562500000000000e+03,3.756187500000000000e+03,2.897750000000000000e+03
4.442293906810036219e+00,3.937375000000000000e+03,3.160562500000000000e+03,3.774750000000000000e+03,2.912187500000000000e+03
4.426428571428571601e+00,4.111312500000000000e+03,3.171000000000000000e+03,3.783812500000000000e+03,2.945312500000000000e+03
4.410676156583630103e+00,4.317375000000000000e+03,3.186312500000000000e+03,3.756625000000000000e+03,3.007625000000000000e+03
4.395035460992907872e+00,4.507375000000000000e+03,3.198062500000000000e+03,3.709875000000000000e+03,3.062500000000000000e+03
4.379505300353357278e+00,4.768125000000000000e+03,3.246375000000000000e+03,3.631062500000000000e+03,3.136625000000000000e+03
