0.000000000000000000e+00	0.000000000000000000e+00	5.145291252119932324e-04
1.000000000000000000e+00	0.000000000000000000e+00	-6.211353629623772576e-04
2.000000000000000000e+00	0.000000000000000000e+00	-4.381894541438668966e-05
3.000000000000000000e+00	0.000000000000000000e+00	-3.097339504165574908e-05
4.000000000000000000e+00	0.000000000000000000e+00	-1.845510792918503284e-03
5.000000000000000000e+00	0.000000000000000000e+00	6.176558708830270916e-04
6.000000000000000000e+00	0.000000000000000000e+00	5.623052820737939328e-04
7.000000000000000000e+00	0.000000000000000000e+00	1.284512945858296007e-04
8.000000000000000000e+00	0.000000000000000000e+00	-1.739637003993266262e-03
9.000000000000000000e+00	0.000000000000000000e+00	-3.478702810753020458e-04
1.000000000000000000e+01	0.000000000000000000e+00	-2.132163121132180095e-03
1.100000000000000000e+01	0.000000000000000000e+00	-6.698856841467204504e-04
1.200000000000000000e+01	0.000000000000000000e+00	-6.275995292526204139e-04
1.300000000000000000e+01	0.000000000000000000e+00	-1.090344862859637942e-03
1.400000000000000000e+01	0.000000000000000000e+00	1.080391175491968170e-04
1.500000000000000000e+01	0.000000000000000000e+00	-5.788744065284845419e-04
1.600000000000000000e+01	0.000000000000000000e+00	-1.290825839532772079e-04
1.700000000000000000e+01	0.000000000000000000e+00	-9.899396636683377437e-04
1.800000000000000000e+01	0.000000000000000000e+00	-1.799529854906722903e-05
1.900000000000000000e+01	0.000000000000000000e+00	-4.392415394249837846e-05
0.000000000000000000e+00	1.000000000000000000e+00	-5.060434050392359495e-04
1.000000000000000000e+00	1.000000000000000000e+00	1.649834084673784673e-04
2.000000000000000000e+00	1.000000000000000000e+00	2.503676587366499007e-04
3.000000000000000000e+00	1.000000000000000000e+00	-1.305396966927219182e-03
4.000000000000000000e+00	1.000000000000000000e+00	-7.413679750243318267e-04
5.000000000000000000e+00	1.000000000000000000e+00	5.725884539060643874e-04
6.000000000000000000e+00	1.000000000000000000e+00	-4.743672270706156269e-04
7.000000000000000000e+00	1.000000000000000000e+00	-1.572125499478715938e-03
8.000000000000000000e+00	1.000000000000000000e+00	2.161213560611940920e-04
9.000000000000000000e+00	1.000000000000000000e+00	-5.893360139452852309e-06
1.000000000000000000e+01	1.000000000000000000e+00	-1.833612315749633126e-03
1.100000000000000000e+01	1.000000000000000000e+00	1.166181617008987814e-03
1.200000000000000000e+01	1.000000000000000000e+00	6.620609510719077662e-04
1.300000000000000000e+01	1.000000000000000000e+00	-1.481350969697814435e-03
1.400000000000000000e+01	1.000000000000000000e+00	-4.786646968568675220e-04
1.500000000000000000e+01	1.000000000000000000e+00	-9.977845556932152249e-04
1.600000000000000000e+01	1.000000000000000000e+00	-4.904594425170216709e-05
1.700000000000000000e+01	1.000000000000000000e+00	3.425095292186597362e-05
